"A","B"
-0.561849828473498,-1.12256017396752
1.81895415711955,-1.49159454063036
2.22166699126529,0.2386820416906
1.5971536841564,0.751365717732261
0.0638594223840407,-0.592233781988965
1.33194517646989,1.75016775922785
0.0351192315334021,-0.013133699988719
1.16899373052497,-1.52796486564684
-0.276965306212551,0.803794181472996
1.14318309295627,-0.926842398273269
-0.28282188143091,1.47856239866383
0.399421595843546,0.294690176029853
0.7742397579387,-0.696419557988803
-0.192816321649745,0.980428118875284
0.58805335764044,0.767010233290526
0.982801824485007,0.853788385334238
1.96274898037692,0.920784894063027
1.71172528817026,0.352485799060814
0.23547954117712,-1.85400924988662
1.18808601191167,1.0051057489871
-1.16681475980749,-0.965082187216002
-0.0985832854827385,0.324536226759571
0.238865781863574,0.522725175752109
-0.179336000738752,0.0341874960837316
0.808919415485068,0.379074160007818
-0.666610461152707,-0.775982316231613
1.54336294746008,-0.0854797284504601
0.944879299692181,-0.429405500807239
-0.299370403958264,1.69696883261261
-1.32776758647186,0.160866825606821
-1.32199245227034,-1.05569450028198
-0.228228291336104,0.4997854926673
0.384570073402619,-0.182093065722297
0.819335881334972,1.29912430859552
0.532415977426108,-2.29328902626924
-0.251924767868713,0.368344932309273
0.397721428439181,1.44812051705234
-0.16143236188958,0.864401651853816
1.40868973123884,0.892830091919211
0.11587026441297,0.275238660149357
-0.331174367813321,-0.0248050682332136
0.482446537683282,0.769780680663147
0.141125095454008,-0.953866290619885
0.0407759986220619,-0.343247355943467
-1.19642398431303,0.410821221813093
-2.03697637687044,1.71215815194225
-0.793614685827083,0.964510384902961
0.712732874932743,1.56929342578832
0.682971232012007,-2.49731245305541
0.0941179872781185,-1.53752855594211
-1.76544872517899,-1.2182222387106
1.92998432650991,-0.155530056579828
-0.891115899716747,1.07657536755705
-1.35043462408266,-1.72949511120592
0.0851752386961591,0.042115047398144
0.63663905389376,-0.368168116702202
-0.711103765769766,0.034627896037007
-0.218324798180542,0.840639196710144
1.21147600478552,-1.76789034290088
-0.0417447143488254,-0.795752155476659
-0.105378953164696,-0.541943361213356
-0.580795796147302,-0.726707596261106
0.0570082579068224,0.740190239162829
-1.0615526076683,-0.622073939357103
-0.672692171150084,1.20657579008102
-0.818739131830315,-0.42668655010795
0.189153175040182,-2.21724517982114
-0.657539130642794,-0.898239193511336
1.84808117818893,0.17336884984157
0.270460702263585,-0.274966482499307
0.925531127801195,0.311724251477857
0.0828440852400801,0.718701019252477
0.592221664442058,0.368334004511646
0.455488970383817,-0.269221070794447
0.212576701571214,-1.04944479483292
1.23702931868364,-0.214615245070286
-0.466944843362714,-0.536535448253966
0.652616243578724,-1.96952190038076
0.0874982702893736,-0.199519332602746
-0.471210608785443,-0.255001540579947
-0.584277141590867,1.32357714760167
1.26930921649195,-1.34480622466694
0.469468673731306,0.0522365179694251
-0.410734920983448,0.376923325569593
-0.531544835814818,-0.164244363514832
1.81327796192588,0.459231393491294
-0.123003222063018,1.79357588868553
-0.858897272967613,-0.935124722084405
0.137745242301963,-0.0134087758183992
-1.54150624212811,0.807915157941544
0.889993246458722,1.67731633085299
-0.957130371409811,1.91342970614793
-0.928925359306528,-0.154649766892894
1.2009297665633,1.37181524049717
-0.513909979895463,-1.35056974031335
-0.245882413875525,-0.0480107669412659
0.185990118176407,-1.56899806100962
-0.549316293424626,0.40753398429514
0.405962790761517,0.350411571182928
-0.671453283279186,1.4913265685782
1.79129221918258,1.06273899325011
0.758687215210973,-0.263210060862248
0.0450005542058144,-1.69333613728799
-2.22788104622641,-0.274267575516357
0.232268129389197,0.959783507502565
-0.183350900553499,-2.17296642635954
2.50700344467982,0.58267498333125
-0.400426789463721,0.169961042409955
0.571837002406825,-0.210438100055613
-0.714015175163985,1.77309018220088
1.49436162113392,-0.785747324108531
-1.98883962900212,-2.00189375736214
1.31394040080865,0.169753778273457
0.0967127283326189,-0.188739044506206
1.37796276008593,0.00589512681937503
2.00556881414652,0.0278297227187417
-0.90080594411261,-0.107360999155235
0.256829249081789,0.241368434186468
-0.778567303843669,0.728734780495405
0.116565039766092,-1.23121744039622
-0.444639001489237,0.320983851443026
-0.396540039609298,0.352411068541421
-1.51835766059691,-0.589578893193702
0.0368601713822805,0.0431534843177533
1.77324453763039,0.666484927405135
-0.863425806305826,1.53269790965591
-0.324012247523378,0.761039074139514
0.774346506975798,0.957429840187393
-0.280784749177763,1.05085507195092
1.00741391263432,0.333494248905455
0.4626669769094,0.485393878406547
-1.88971073983823,-0.155701916292433
-0.946052995528854,-1.5907432045443
-0.0576030135685199,0.544381623386601
0.818296394301987,-0.323652253799316
0.90273374038941,-1.80725493732486
-0.714274789510952,-1.02365981386865
-1.12685580330426,-0.000246689545767925
0.257644644538396,-0.0859133877071586
-1.33721314096913,-0.449069930462959
-0.219426823651055,-1.1644794893015
1.33422224153212,-0.188957066105078
-0.658393047068427,-1.3073080191068
1.43477946861541,-0.386084155749056
0.996511797447176,0.712230952980942
0.418443709686232,-0.670977804539246
-0.570267618469244,-1.37085332164328
-0.40827141566428,0.0158298316449059
1.51685507198507,-0.454719648369086
-0.744094186942987,0.257064613011392
1.23882681446177,0.00247417096813629
0.297493181224748,-1.76043892368656
0.450796136712175,-0.0509824573736434
-0.307612462388918,0.170649999219955
-0.604036777411175,1.05965815268106
-1.23981799418407,-0.870283304416745
0.0559698144094858,0.306908926186436
-1.55839719034563,1.1863431019471
-0.912537691001353,1.30826683673232
-1.49152793718835,1.65715137819355
-1.36506775315115,0.590104985638157
-0.156770274560993,0.576737293455709
0.699323290670107,-2.07665945978937
0.708893196452911,-1.63222485957552
1.3865838308478,1.91343427935163
0.571844043236387,-1.8692171418671
1.17726421888673,-0.618931641522013
0.0767739105316503,0.556359237054344
-0.322922234119097,-0.277220655421736
0.0296705203018014,0.280901474109205
-0.430011631364216,1.09402610355717
0.467893467171199,-0.26789341148394
0.243359946823729,0.744526294089279
1.17186515419637,0.712722964361827
0.385242818324259,1.47938197856219
-0.130245027138267,-1.86795184853194
-0.745148924621861,-0.327299235735199
0.472721744847543,0.936639463482687
0.0454495376919802,0.566905505780991
-0.110315140179775,-0.822056426896118
0.951683290785452,-0.620828345689095
-2.75948542978387,2.73597004492672
-1.0987994538702,-1.59228016603274
0.196028561365682,0.982928170903078
0.562166457637857,0.270474782252166
-0.0558625803181806,0.109902616829045
0.974965065761202,-0.407698310912821
0.119744255413898,-0.92382586295944
1.6292395228125,0.345525579230362
0.529691043281093,-2.17482290386234
0.487636625891294,-0.448215184375837
0.488983629231818,0.558319030852933
0.252066840243746,0.88908028337609
1.36222594025402,0.646258768422963
1.17428563508884,-0.972796596153269
-1.32125894098123,1.44509747010348
0.170657092109905,-0.496673402941012
1.74828500730837,-0.825436544310253
-1.33106387140612,-0.662148422349626
0.973979309136218,1.40258361763881
-0.930870918157297,-0.114450226949759
-0.593404046461662,0.637667834499178
0.60653688590421,-0.384314056766076
0.959780105258194,0.205472555778709
1.34727238683693,0.182942807498719
-0.503148437148465,0.311929431589114
-1.86465331572294,-0.307449636963023
-1.00011444368848,-2.29704074718867
0.596507032883495,-0.389146193386664
0.0700094910735146,-1.47470041695866
-0.0436735072294125,-0.832332856271344
-0.600921410929555,1.49352474422588
-0.763611270681422,-0.861630253361224
1.22447071805709,1.21035973029935
-2.43414143794261,1.18091140717758
-0.0106729835876515,-0.662926214596514
1.14053809588443,1.33038030238407
0.941696316499296,0.533843215569545
0.367949024466883,0.454209417707125
1.44309849528643,-0.952111576340105
-0.10596601993968,-1.14629047044098
-0.628125575476819,-0.743173448220194
-1.80748289122297,-1.25037417759501
0.93896254818724,0.559906835591407
-0.956337458882954,-0.032599817472834
-0.195974701210692,0.263164783872179
-0.688256349656264,-0.590920604422529
-1.39544183193749,-0.684179374738723
-0.558652815573233,-1.46402844914815
1.415575028506,1.12715734714079
0.180042636522505,0.325653017196836
1.24487215727256,0.514942018334872
0.725236276950233,0.727567992650134
-0.448294677007883,0.181828440642075
-1.10998507139843,0.638957237716969
0.465965382632608,-0.740979712072636
-0.13532288152493,0.976890411415863
-1.04995351931531,0.890163709107298
1.02886387729551,0.303584724396351
-0.895133255984428,-0.827757831793231
0.670350014871893,0.600324060130134
-0.35549197961664,0.358501958021298
-0.381415932059135,0.324701693706045
1.94948820505157,-0.354122040268418
1.19863034352096,-2.65931081647108
-1.36690634698154,0.635327524143085
2.19226331123888,-0.0406192358214011
0.939822053214378,-0.626864173339336
-0.950413241786687,-0.125604721109532
-1.44005068226523,0.153942968646337
1.75561757657706,0.139712801557752
-2.18751261993155,0.855810273217881
1.12664197428199,0.207955547352686
1.36161972929895,-0.150467195289556
0.235342055051397,0.0711414586739341
-1.83035233506751,0.376120282270315
-0.583024053886562,-0.444773671342216
-0.922348168962889,-0.437653145048131
-1.91851070020071,0.496210683636183
-1.23609794478711,1.63175350646548
-0.23523865772336,0.972588998489039
-1.10550098215322,1.74080445859138
-0.0768998935185795,-0.375496407832181
0.276081543034986,-0.146513311149374
-0.605940456106723,-0.446634333151096
1.34181513483122,1.20948407481939
-0.67868132618429,-0.116230602362166
0.369805026145935,-1.24791294140944
1.53984277702521,-0.513530910921533
0.317264243232847,0.343985847258293
0.397193949683258,0.647321865285689
-0.471593274683302,-2.13843502360638
-0.125046926004298,1.22790210021027
-1.12837623552083,2.06754522845581
0.155979294043938,-1.00547982093419
-0.343076697469208,0.151813423876104
0.0864286269176686,-0.716508688783914
-0.102235004517698,-1.20482345352938
0.318936554686095,-0.015251043979213
0.621294065184381,2.40398415766518
-1.49115743174589,-0.470295663653873
-0.224796880499538,-0.351051783314235
-1.28878193115363,-0.145287002650122
-1.39491071752506,0.0670956625841361
0.473416954643076,-0.858139688807966
-0.916830643520613,0.611735887536009
2.53969468533271,-0.366792552825021
0.375417301074691,0.435141653310396
0.231121552399923,0.941647877939738
1.06720798120394,-1.34383579671113
-0.993601935810887,2.05083271796301
0.0659535532267304,2.68773475556036
-0.332620730187634,-0.170695559307872
-1.27578063830795,-1.94956169348747
1.06992625010736,-0.910043131092472
-1.18472543338132,0.317705814277263
-0.183018492617905,-0.24491019930426
0.32184429398954,1.61316486471915
1.42149727026428,-0.738712462420727
-1.31674774402684,-0.0407100012621834
2.33792393491327,0.240389127817766
-0.475084444063643,-0.45225974383797
-0.614170991383551,0.171880577882474
0.120594782583335,0.560033952296617
-0.753981532312878,1.13152130446949
2.77531943263719,-2.71597366338499
0.243925313580124,-1.98931382050311
0.000717379556764791,-2.93635349016914
1.19438698220399,0.785523442207879
-0.621495650325155,-0.824727181606668
-0.533948518167566,0.174385937369649
-0.716551209657666,1.59839362985129
0.0986524555339159,-1.33902659416771
0.387639788058729,-1.50131540450209
-1.10180845193269,-1.95559997078534
1.98755217888493,-0.668637942557443
-0.984739251924569,0.754139138837484
-0.376456538068608,-0.157721271586737
1.01432202714619,0.987022311537141
-1.81269042348226,-2.07378979260496
-1.06242291765849,-0.813954310841881
0.364183532470537,-1.27871107647112
-1.30109550606279,0.201157510444011
-0.70578666166232,-0.80515092826204
-0.390182350235664,0.816197973715803
0.105235273963585,-0.461558115126834
-1.01335476488402,1.03551467689783
-0.953532541096072,0.756746653091795
0.238048219282425,-1.97446698029419
-1.78203447543711,-1.40569664115724
-0.0511215973621418,-1.58549720225574
-0.394719233621708,-0.111588696295339
0.41529523535916,1.2074514130068
-0.736206130287399,0.723547564965853
-0.0853785311926825,0.98081507291742
1.93761860561122,-0.490962723037073
-0.132415136174358,1.26507196205563
0.319597615301781,2.1206367841048
1.87484196798653,0.671528717751681
-0.168872602765143,0.203039311249961
1.49707663825008,-0.275547089060613
0.826554074433054,1.36844635725529
-0.579407752379924,2.04413615115284
0.579076978989386,-0.678084415696349
-1.06369747655294,-1.97838852951303
0.661005464955089,-0.397018169145963
-1.37339952448937,-1.9822814290546
1.5399588656484,1.24288218332298
-0.181007736592498,0.834559912446616
-0.342952877843988,-1.39000882855465
1.15974511431633,-0.152027416611693
-0.707481966671541,0.428759107447852
0.0334817345343186,0.825932221182709
2.07092107801931,-0.0718958387349254
0.18784211143478,-1.81186165980082
-0.915386006428903,1.47259062730904
2.53104767106848,1.30368036974592
2.73249886704495,-1.68339765510381
0.56342318664996,-2.1502997332475
