"A","B1","B2","B3","B4"
-0.661849828473498,-1.323699656947,-1.68441000244102,-2.70697017640853,-21.1130533078239
1.71895415711955,3.43790831423909,0.327359616489181,-1.06423492414118,-26.1129366554877
2.12166699126529,4.24333398253058,2.46034903295589,2.79903107464649,8.89530782507729
1.4971536841564,2.9943073683128,2.34851940188866,3.19988511962092,18.5244680388016
-0.0361405776159593,-0.0722811552319185,-0.528374359604924,-1.02060814159389,-9.88081621739526
1.23194517646989,2.46389035293978,3.08211293569774,4.93228069492559,38.2353003610269
-0.0648807684665979,-0.129761536933196,0.0219855315446831,0.108851831555964,1.67244523175902
1.06899373052497,2.13798746104994,-0.358971135121869,-1.78693600076871,-27.4903035824118
-0.376965306212551,-0.753930612425102,0.526828875260445,1.43062305673344,17.6989183232474
1.04318309295627,2.08636618591254,0.216340694683002,-0.610501703590267,-15.4936648725091
-0.38282188143091,-0.76564376286182,1.19574051723292,2.77430291589675,31.1884260918457
0.299421595843546,0.598843191687093,0.694111771873399,1.08880194790325,8.1932251164406
0.6742397579387,1.3484795158774,0.0778201999498969,-0.518599358038906,-11.2541514018374
-0.292816321649745,-0.58563264329949,0.787611797225539,1.86803991610082,21.3157460558559
0.48805335764044,0.976106715280879,1.35506359093097,2.22207382422149,17.828258023451
0.882801824485007,1.76560364897001,1.83659020981924,2.79037859515348,19.9585695311698
1.86274898037692,3.72549796075385,2.88353387443995,3.90431876850298,22.2784468616375
1.61172528817026,3.22345057634053,2.06421108723108,2.51669688629189,10.6614412693865
0.13547954117712,0.270959082354239,-1.6185297087095,-3.37253895859612,-34.9447054565553
1.08808601191167,2.17617202382335,2.19319176089877,3.29829750988587,23.1902009916537
-1.26681475980749,-2.53362951961497,-2.13189694702349,-2.99697913423949,-18.5684585041275
-0.198583285482738,-0.397166570965477,0.225952941276833,0.650489168036404,8.29214124970868
0.138865781863574,0.277731563727148,0.761590957615682,1.38431613336779,12.5933692969057
-0.279336000738752,-0.558672001477503,-0.14514850465502,-0.0109610085712885,2.40441392093588
0.708919415485068,1.41783883097014,1.18799357549289,1.66706773550071,10.2904026156414
-0.766610461152707,-1.53322092230541,-1.44259277738432,-2.11857509361593,-14.286256785785
1.44336294746008,2.88672589492016,1.45788321900962,1.47240349055916,1.73376837845088
0.844879299692181,1.68975859938436,0.515473798884942,0.186068298077703,-5.7432307164526
-0.399370403958264,-0.798740807916528,1.39759842865435,3.19456726126696,35.5400062482939
-1.42776758647186,-2.85553517294372,-1.16690076086504,-0.906033935258219,3.78956892566455
-1.42199245227034,-2.84398490454068,-2.37768695255232,-3.3333814528343,-20.53588245791
-0.328228291336104,-0.656456582672209,0.271557201331195,0.871342693998495,11.6674815620099
0.284570073402619,0.569140146805238,0.202477007680322,0.120383941958026,-1.35729124104331
0.719335881334972,1.43867176266994,2.1184601899305,3.51758449852602,28.7018220532454
0.432415977426108,0.864831954852217,-1.76087304884313,-3.95416207511237,-43.4333645479587
-0.351924767868713,-0.703849535737425,0.11642016444056,0.584765096749833,9.01497387831674
0.297721428439181,0.595442856878362,1.84584194549152,3.39396246254386,31.260131769486
-0.26143236188958,-0.522864723779161,0.702969289964236,1.66737094181805,19.0266006751867
1.30868973123884,2.61737946247768,2.30151982315805,3.29434991507726,21.1652915696231
0.0158702644129702,0.0317405288259404,0.391108924562327,0.766347584711684,7.52064346740011
-0.431174367813321,-0.862348735626642,-0.355979436046535,-0.280784504279748,1.07272426752241
0.382446537683282,0.764893075366564,1.25222721834643,2.12200789900958,17.7780601509462
0.0411250954540083,0.0822501909080166,-0.812741195165877,-1.66660748578576,-17.0362007169437
-0.0592240013779381,-0.118448002755876,-0.302471357321406,-0.545718713264873,-4.92417112024729
-1.29642398431303,-2.59284796862605,-0.785602762499932,-0.27478154068684,8.92000045194883
-2.13697637687044,-4.27395275374087,-0.324818224928183,1.48733992701407,34.1061866619746
-0.893614685827083,-1.78722937165417,0.170895699075879,1.23540608397884,20.3965930122321
0.612732874932743,1.22546574986549,2.28202630072106,3.95131972650938,33.9986013906991
0.582971232012007,1.16594246402401,-1.8143412210434,-4.21165367409881,-47.3632778290961
-0.00588201272188152,-0.011764025443763,-1.44341056866399,-2.8809391246061,-28.7564531315641
-1.86544872517899,-3.73089745035798,-2.98367096388959,-4.10189320260019,-24.229893499391
1.82998432650991,3.65996865301982,1.77445426993008,1.71892421335025,0.719383194913351
-0.991115899716747,-1.98223179943349,0.185459467840307,1.36203483539736,22.5403914514243
-1.45043462408266,-2.90086924816533,-3.07992973528859,-4.70942484649451,-34.0403368482011
-0.0148247613038409,-0.0296495226076817,0.127290286094303,0.269405333492447,2.82747618665904
0.53663905389376,1.07327810778752,0.268470937191558,0.000302820489355815,-4.82672328015029
-0.811103765769766,-1.62220753153953,-0.676475869732759,-0.541847973695752,1.88145415497037
-0.318324798180542,-0.636649596361084,0.622314398529602,1.56295359523975,18.4944591360223
1.11147600478552,2.22295200957104,-0.556414338115354,-2.22430468101623,-32.246330853232
-0.141744714348825,-0.283489428697651,-0.837496869825485,-1.53324902530214,-14.056787823882
-0.205378953164696,-0.410757906329391,-0.647322314378052,-1.08926567559141,-9.04424617743181
