"A","C1","C2","C3","C4"
-0.661849828473498,0.813541534571836,10000,0.185553876000837,-1.51091676235139
1.71895415711955,1.31108892037098,-10000,1.38730028354284,0.58174908031038
2.12166699126529,1.45659431251989,2.46034903295589,11.7088976179972,0.471327500553531
1.4971536841564,1.2235823160525,2.34851940188866,10.4700562974064,0.667934100942663
-0.0361405776159593,0.190106753209767,-0.528374359604924,0.589562607870575,-27.6697293171765
1.23194517646989,1.10993025748012,3.08211293569774,21.8044251057364,0.811724433115989
-0.0648807684665979,0.254717036074539,0.0219855315446831,1.02222899428892,-15.4128877267356
1.06899373052497,1.03392153015834,-0.358971135121869,0.698394510133054,0.935459181326455
-0.376965306212551,0.613975004550308,0.526828875260445,1.69355331558042,-2.65276401705825
1.04318309295627,1.02136335011409,0.216340694683002,1.24152528801959,0.958604493067565
-0.38282188143091,0.618726014832826,1.19574051723292,3.30600501796331,-2.61218088230016
0.299421595843546,0.547194294417939,0.694111771873399,2.00193011336255,3.33977246091
0.6742397579387,0.821121037325619,0.0778201999498969,1.08092829023614,1.48315193256657
-0.292816321649745,0.541125051766914,0.787611797225539,2.19814054734789,-3.41511017680278
0.48805335764044,0.698608157439089,1.35506359093097,3.87700749131015,2.04895629616122
0.882801824485007,0.939575342633579,1.83659020981924,6.27510494900639,1.13275706083114
1.86274898037692,1.36482562269944,2.88353387443995,17.8773379501274,0.536840986377914
1.61172528817026,1.2695374307874,2.06421108723108,7.87907953865061,0.620453130157972
0.13547954117712,0.368075455820026,-1.6185297087095,0.198189881826548,7.38118826880766
1.08808601191167,1.04311361409564,2.19319176089877,8.96377774001775,0.919044991896445
-1.26681475980749,1.12552865792368,-2.13189694702349,0.118612079478959,-0.78938139318172
-0.198583285482738,0.445626845558858,0.225952941276833,1.253516674996,-5.03567053777506
0.138865781863574,0.372646993632813,0.761590957615682,2.14168083491474,7.20119806751552
-0.279336000738752,0.528522469473864,-0.14514850465502,0.864893842811488,-3.57991808200636
0.708919415485068,0.841973524218588,1.18799357549289,3.28049253913483,1.41059756321635
-0.766610461152707,0.875562939572426,-1.44259277738432,0.236314253432651,-1.30444345684555
1.44336294746008,1.20140041096217,1.45788321900962,4.2968543952564,0.692826431328118
0.844879299692181,0.919173160885467,0.515473798884942,1.67443165773684,1.18360101894358
